Algorithmus;k;iter;stdev;reg;lr;Data_rep;test;m(AE);M(AE);m(RE);M(RE);gini
mcmc;2;1400;0.05;0;0;indicators;FALSE;2.74785048;2.22474;1.313615274;0.67331375;0.330104057
mcmc;2;1600;0.05;0;0;indicators;FALSE;2.748835704;2.20929;1.314125443;0.672995455;0.330998454
mcmc;2;1800;0.05;0;0;indicators;FALSE;2.749126848;2.22296;1.315696246;0.671982308;0.329766606
mcmc;2;2000;0.05;0;0;indicators;FALSE;2.747705438;2.20928;1.312664321;0.672792308;0.33165663
mcmc;18;200;0.05;0;0;indicators;FALSE;2.781980352;2.19395;1.321147269;0.66699375;0.307954954
mcmc;18;400;0.05;0;0;indicators;FALSE;2.758674606;2.18146;1.311109874;0.66763;0.32525516
mcmc;18;600;0.05;0;0;indicators;FALSE;2.777367565;2.18844;1.319492943;0.668241;0.31545314
mcmc;18;800;0.05;0;0;indicators;FALSE;2.758853894;2.16588;1.306934424;0.668983077;0.324674477
mcmc;18;1000;0.05;0;0;indicators;FALSE;2.754961756;2.17005;1.306897374;0.667418889;0.327356426
mcmc;18;1200;0.05;0;0;indicators;FALSE;2.755774699;2.16543;1.306427951;0.665875;0.328511815
mcmc;18;1400;0.05;0;0;indicators;FALSE;2.753610768;2.16588;1.306065885;0.668503529;0.328347184
mcmc;18;1600;0.05;0;0;indicators;FALSE;2.752234719;2.16108;1.303817065;0.667107368;0.330074554
mcmc;18;1800;0.05;0;0;indicators;FALSE;2.755055881;2.16465;1.306708678;0.66864;0.328800914
mcmc;18;2000;0.05;0;0;indicators;FALSE;2.748211979;2.16536;1.303225372;0.66507;0.334258799
mcmc;2;200;0.1;0;0;indicators;FALSE;2.798846695;2.26229;1.359427516;0.675286364;0.307363814
mcmc;2;400;0.1;0;0;indicators;FALSE;2.852771492;2.27517;1.373582356;0.67576;0.263034885
mcmc;2;600;0.1;0;0;indicators;FALSE;2.897990984;2.31752;1.405750134;0.6811575;0.247460098
mcmc;2;800;0.1;0;0;indicators;FALSE;2.796269367;2.22986;1.340936314;0.674647647;0.301184437
mcmc;2;1000;0.1;0;0;indicators;FALSE;2.752874383;2.21933;1.314943227;0.668958333;0.3251077
mcmc;2;1200;0.1;0;0;indicators;FALSE;2.756957481;2.22109;1.317133999;0.673046667;0.321191879
mcmc;2;1400;0.1;0;0;indicators;FALSE;2.770264188;2.23961;1.325778628;0.670856667;0.313827254
mcmc;2;1600;0.1;0;0;indicators;FALSE;2.747280937;2.22717;1.313856926;0.671450833;0.331538583
mcmc;2;1800;0.1;0;0;indicators;FALSE;2.758636413;2.22871;1.319981115;0.671505833;0.323708325
mcmc;2;2000;0.1;0;0;indicators;FALSE;2.760079169;2.22332;1.321768296;0.67503;0.322312815
mcmc;18;200;0.1;0;0;indicators;FALSE;3.113895554;2.42353;1.512215358;0.7001125;0.194075645
mcmc;18;400;0.1;0;0;indicators;FALSE;2.90224482;2.27213;1.395970397;0.68221;0.258712568
mcmc;18;600;0.1;0;0;indicators;FALSE;2.884117016;2.24934;1.385839857;0.679918;0.262075575
mcmc;18;800;0.1;0;0;indicators;FALSE;2.815975108;2.22116;1.346881874;0.672908182;0.294753515
mcmc;18;1000;0.1;0;0;indicators;FALSE;2.780918835;2.18309;1.320435081;0.667888889;0.31121782
mcmc;18;1200;0.1;0;0;indicators;FALSE;2.797904258;2.1969;1.338969273;0.6732975;0.306411683
mcmc;18;1400;0.1;0;0;indicators;FALSE;2.787313521;2.18819;1.325407578;0.666274615;0.307784332
mcmc;18;1600;0.1;0;0;indicators;FALSE;2.785123463;2.19063;1.32718363;0.6701;0.310428804
mcmc;18;1800;0.1;0;0;indicators;FALSE;2.776944399;2.18674;1.321610155;0.667330909;0.315687975
mcmc;18;2000;0.1;0;0;indicators;FALSE;2.789400911;2.18756;1.327731472;0.667812222;0.309236194
mcmc;8;400;0;0;0;mean;FALSE;2.741228984;2.20458;1.309290281;0.674662;0.337420404
mcmc;8;400;0;0;0;indicators;FALSE;2.819729364;2.40943;1.363063021;0.709860588;0.216502941
mcmc;8;400;0;0;0;indicators;FALSE;2.820025862;2.40545;1.36330208;0.710304286;0.215227261
mcmc;8;400;0;0;0;indicators;FALSE;2.819824993;2.41077;1.363346779;0.710320667;0.216693869
mcmc;8;400;0;0;0;indicators;FALSE;2.735988574;2.15538;1.301413363;0.669536154;0.343922661
mcmc;10;400;0;0;0;indicators squared;FALSE;3.279702168;2.912863402;1.876274292;0.851563528;0.297840057
"mcmc";10;400;0;0;0;"indicators T1_V1";FALSE;2.7364487786035;2.15899;1.30033740009876;0.668935;0.343643706888055
"mcmc";10;400;0;0;0;"indicators T1_V2";FALSE;2.73665398086237;2.15656;1.30019802886816;0.667185;0.342962232865251
"mcmc";10;400;0;0;0;"indicators T1_V3";FALSE;2.73630740406675;2.1545;1.29937730115838;0.668814285714286;0.342953199357504
"mcmc";10;400;0;0;0;"indicators T1_V4_C";FALSE;2.73689583952627;2.15565;1.30043217559921;0.668917333333333;0.343199518960821
"mcmc";10;400;0;0;0;"indicators T1_V4_N";FALSE;2.73668281260417;2.15577;1.3002715707234;0.668915;0.343084508722253
"mcmc";10;400;0;0;0;"indicators T1_V4_H";FALSE;2.7368106925626;2.15512;1.30044295309842;0.668716666666667;0.343357454969123
"mcmc";10;400;0;0;0;"indicators T1_V4_W";FALSE;2.73651698033295;2.1556;1.30058503873945;0.668733333333333;0.343948835887001
"mcmc";10;400;0;0;0;"indicators T1_V4_B";FALSE;2.73715190533148;2.15198;1.3004695101922;0.668633333333333;0.342645643788553
"mcmc";10;400;0;0;0;"indicators T1_V4_E";FALSE;2.73582571717093;2.15561;1.29983735103171;0.668117142857143;0.343980800018285
"mcmc";10;400;0;0;0;"indicators T1_V4_S";FALSE;2.73664431184925;2.15388;1.30093416274628;0.668454;0.34388651245404
"mcmc";10;400;0;0;0;"indicators T1_V1";FALSE;2.73522837859566;2.15143;1.2990271621289;0.668520833333333;0.34384831742888
"mcmc";10;400;0;0;0;"indicators T1_V2";FALSE;2.73579718347419;2.15352;1.2993885292094;0.668935;0.343159538331219
"mcmc";10;400;0;0;0;"indicators T1_V3";FALSE;2.73664580285888;2.152;1.30005882458429;0.668557272727273;0.342942637114679
"mcmc";10;400;0;0;0;"indicators T1_V4";FALSE;2.73722874134787;2.15605;1.30072665925876;0.6694;0.343206572400328
"mcmc";10;400;0;0;0;"indicators T1_V5";FALSE;2.73719907547207;2.15731;1.3010416992381;0.669798;0.343165556643552
"mcmc";10;400;0;0;0;"indicators T1_V6";FALSE;2.73692434028118;2.15734;1.30033398744191;0.668573846153846;0.342732971722948
"mcmc";10;400;0;0;0;"indicators T1_V7";FALSE;2.73745742642013;2.1533;1.30028310961414;0.6679;0.342919398489475
"mcmc";10;400;0;0;0;"indicators T1_V8";FALSE;2.73715697248966;2.15455;1.3009017754667;0.668874;0.343091465936403
"mcmc";10;400;0;0;0;"indicators T1_V9";FALSE;2.73611140140003;2.15158;1.30006694875239;0.668965;0.34317470248132
"mcmc";10;400;0;0;0;"indicators T1_V10";FALSE;2.73608637561521;2.15611;1.30051009925895;0.669365714285714;0.343934242244565
"mcmc";10;400;0;0;0;"indicators T1_V11";FALSE;2.73609847428381;2.15661;1.29973900907347;0.668932105263158;0.344415675021879
"mcmc";10;400;0;0;0;"indicators T1_V12";FALSE;2.73639906547187;2.15357;1.29990994780634;0.668133333333333;0.343038772688932
"mcmc";10;400;0;0;0;"indicators T1_V13";FALSE;2.73650531657483;2.15559;1.30046516908018;0.668583636363636;0.342344881568813
"mcmc";10;400;0;0;0;"indicators T1_V14";FALSE;2.73740611972784;2.1549;1.30093461155343;0.66910875;0.342855321258781
"mcmc";10;400;0;0;0;"indicators T1_V15";FALSE;2.73707873860272;2.15524;1.30058004848271;0.66777;0.342985026599157
"mcmc";10;400;0;0;0;"indicators T1_V16";FALSE;2.73653145845997;2.1559;1.30023858862077;0.668725384615385;0.343570288550562
"mcmc";10;400;0;0;0;"indicators T1_V17";FALSE;2.73621976725034;2.15656;1.29994004551077;0.66839;0.342686404286431
"mcmc";10;400;0;0;0;"indicators T2_V1";FALSE;2.73638877899567;2.15391;1.2998710859587;0.66835;0.343511667579483
"mcmc";10;400;0;0;0;"indicators T2_V2";FALSE;2.73650874938724;2.14989;1.29995286176306;0.668891739130435;0.343192926517274
"mcmc";10;400;0;0;0;"indicators T2_V3";FALSE;2.73577900880409;2.1498;1.29966735241122;0.668963636363636;0.343244434461594
"mcmc";10;400;0;0;0;"indicators T2_V4";FALSE;2.736152163964;2.15282;1.29998333947642;0.668085;0.343279906188345
"mcmc";10;400;0;0;0;"indicators T2_V5";FALSE;2.73573130257456;2.15631;1.29991864107059;0.667805;0.342672025641238
"mcmc";10;400;0;0;0;"indicators T2_V6";FALSE;2.73598128865272;2.15559;1.30033687507218;0.66884;0.343089297443613
"mcmc";10;400;0;0;0;"indicators T2_V7";FALSE;2.73678692248868;2.15134;1.30042090461543;0.6684;0.343050142983192
"mcmc";10;400;0;0;0;"indicators T2_V8";FALSE;2.73636350850017;2.15487;1.30021153320778;0.667995;0.343029390112627
"mcmc";10;400;0;0;0;"indicators T2_V9";FALSE;2.73698569285672;2.15216;1.3000864733119;0.668161666666667;0.342487911101613
"mcmc";10;400;0;0;0;"indicators T2_V10";FALSE;2.73554930979039;2.15221;1.29942245954997;0.668199090909091;0.344262584101255
"mcmc";10;400;0;0;0;"indicators T2_V11";FALSE;2.73577952214749;2.15153;1.29914137137155;0.667796153846154;0.344085008054558
"mcmc";10;400;0;0;0;"indicators T2_V12";FALSE;2.73580488558599;2.15321;1.29973134583484;0.668796666666667;0.34394484193073
"mcmc";10;400;0;0;0;"indicators T2_V13";FALSE;2.73606455793251;2.15297;1.29987748137365;0.668254545454545;0.343180869359163
"mcmc";10;400;0;0;0;"indicators T2_V14";FALSE;2.73628417419949;2.15541;1.29931003526295;0.668493;0.343203358312333
"mcmc";10;400;0;0;0;"indicators T2_V15";FALSE;2.73591472421028;2.15629;1.29980242958976;0.670064285714286;0.343483621309941
"mcmc";10;400;0;0;0;"indicators clean";FALSE;2.73747774230867;2.1566;1.30080298887157;0.66881;0.342848998970945
"mcmc";10;400;0;0;0;"indicators clean";FALSE;2.73629460440401;2.15947;1.30071235297158;0.67083;0.342635904493976
"mcmc";20;400;0;0;0;"indicators";FALSE;2.73807560148238;2.14873;1.29808309165817;0.6663625;0.341097835557452
"mcmc";20;200;0;0;0;"indicators";FALSE;2.73722212121806;2.15437;1.29802613021555;0.66768;0.342217284731359
"mcmc";20;400;0;0;0;"indicators";FALSE;2.73892987176219;2.15077;1.2990754540871;0.6656485;0.341063235092936
"mcmc";20;600;0;0;0;"indicators";FALSE;2.73929997529363;2.15349;1.29927067042071;0.667071666666667;0.340592685443845
"mcmc";20;800;0;0;0;"indicators";FALSE;2.73954591266495;2.15122;1.29893200851734;0.66674;0.340499836831184
"mcmc";20;1000;0;0;0;"indicators";FALSE;2.73932559893331;2.15375;1.29936655131847;0.6668475;0.341265379204717
"mcmc";20;1200;0;0;0;"indicators";FALSE;2.74007253338301;2.15133;1.29948175105421;0.6662475;0.340110966808773
"mcmc";20;1400;0;0;0;"indicators";FALSE;2.74015577207396;2.14992;1.29953168363972;0.666444166666667;0.340591783180134
"mcmc";20;1600;0;0;0;"indicators";FALSE;2.73939290084119;2.14781;1.29910752125038;0.666095;0.341117661604697
"mcmc";20;1800;0;0;0;"indicators";FALSE;2.74010553167709;2.15184;1.29956161701004;0.665703333333333;0.340645997915585
"mcmc";20;2000;0;0;0;"indicators";FALSE;2.74029349497049;2.14977;1.29966205339945;0.66623;0.340229596570211
"mcmc";20;200;0.05;0;0;"indicators";FALSE;2.7750154342242;2.18828;1.31610731112285;0.667898;0.312632368497937
"mcmc";20;400;0.05;0;0;"indicators";FALSE;2.75847159807055;2.17291;1.30829041337901;0.667845;0.325421297102346
"mcmc";20;600;0.05;0;0;"indicators";FALSE;2.76148582325144;2.16821;1.30907907702134;0.668485;0.32405604689525
"mcmc";20;800;0.05;0;0;"indicators";FALSE;2.76115815525795;2.17428;1.31010608124893;0.6658575;0.322539526399612
"mcmc";20;1000;0.05;0;0;"indicators";FALSE;2.75177160865899;2.16539;1.30413853188593;0.667045333333333;0.330261898424317
"mcmc";20;1200;0.05;0;0;"indicators";FALSE;2.76972743289084;2.17763;1.31407970621142;0.666782857142857;0.317403421835402
"mcmc";20;1400;0.05;0;0;"indicators";FALSE;2.75606179376066;2.16803;1.30582909078713;0.6681;0.327089751398616
"mcmc";20;1600;0.05;0;0;"indicators";FALSE;2.76102230945705;2.16358;1.30823150095733;0.666855714285714;0.32104433572407
"mcmc";20;1800;0.05;0;0;"indicators";FALSE;2.75146440890998;2.16063;1.3034519463295;0.66637;0.330513849022837
"mcmc";20;2000;0.05;0;0;"indicators";FALSE;2.75271072864174;2.16791;1.30482029340054;0.6668225;0.329901357308273
"mcmc";20;200;0.1;0;0;"indicators";FALSE;2.97350309672739;2.28457;1.42442336542153;0.685388;0.244311665153477
"mcmc";20;400;0.1;0;0;"indicators";FALSE;2.84216046589149;2.22428;1.35573729358147;0.674155555555556;0.276292330691388
"mcmc";20;600;0.1;0;0;"indicators";FALSE;2.84047461812977;2.23424;1.36470954916764;0.674813636363636;0.281174002928606
"mcmc";20;800;0.1;0;0;"indicators";FALSE;2.81293250534324;2.20743;1.34267819295873;0.67181;0.295890703102995
"mcmc";20;1000;0.1;0;0;"indicators";FALSE;2.81871073824977;2.21371;1.34595561096617;0.672230666666667;0.29435916903585
"mcmc";20;1200;0.1;0;0;"indicators";FALSE;2.82820975411283;2.21235;1.35714651023436;0.672613888888889;0.292166541798764
"mcmc";20;1400;0.1;0;0;"indicators";FALSE;2.82855993097904;2.22497;1.35407010146471;0.674386666666667;0.290085333057918
"mcmc";20;1600;0.1;0;0;"indicators";FALSE;2.7742250724524;2.17997;1.31490032874175;0.66844;0.315321239567715
"mcmc";20;1800;0.1;0;0;"indicators";FALSE;2.79069872036707;2.18519;1.32645237563673;0.670052727272727;0.304988207155635
"mcmc";20;2000;0.1;0;0;"indicators";FALSE;2.79457869252338;2.18915;1.32652153557748;0.669258461538462;0.303904408067614
"mcmc";10;400;0;0;0;"ids";FALSE;2.78308132198671;2.28949;1.33518580858374;0.686595;0.289801088585152
"mcmc";10;400;0;0;0;"indicators";FALSE;2.73692307731524;2.16049;1.30044530931001;0.669242857142857;0.34245395039481
"mcmc";10;400;0;0;0;"indicators";TRUE;4.01911717705882;3.81356;Inf;Inf;NA
"mcmc";10;400;0;0;0;"ids";TRUE;4.02708581352941;3.91234;Inf;Inf;NA
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V1";FALSE;2.73689104629503;2.15849;1.30034362350827;0.67039;0.342949658344862
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V2";FALSE;2.73782277279947;2.15997;1.30175419264058;0.670033636363636;0.341571618217517
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V3";FALSE;2.73677795015589;2.1582;1.3001667780852;0.670025;0.342683735743874
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V4";FALSE;2.73638698935273;2.15802;1.30052769135964;0.669806;0.342778035789232
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V5";FALSE;2.73736894684209;2.16155;1.30057129370378;0.670326363636364;0.341367208179739
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V6";FALSE;2.73807882272201;2.16061;1.30113478434596;0.670211666666667;0.341592456845409
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V7";FALSE;2.73780890409616;2.15979;1.30154656107758;0.671502173913043;0.342268691618923
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V8";FALSE;2.73748921037667;2.16454;1.30126183192109;0.669725;0.342172487599855
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V9";FALSE;2.73739451950038;2.15755;1.30083995172278;0.66965;0.341769621417982
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V10";FALSE;2.73579147042099;2.15794;1.29962208931888;0.668928;0.343528224380264
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V12";FALSE;2.738432333183;2.16527;1.30220276422812;0.669337777777778;0.342195891700465
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V13";FALSE;2.73716241024334;2.16563;1.30090043689373;0.670176;0.341841441770351
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V14";FALSE;2.73667277632895;2.16148;1.30018462051104;0.670563076923077;0.341788493666597
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V15";FALSE;2.73762513813996;2.16102;1.30086972797477;0.670136363636364;0.341874978924533
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V16";FALSE;2.73611952940254;2.15755;1.30041575275601;0.668664285714286;0.343437440787937
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T1_V17";FALSE;2.73705894037138;2.1616;1.30127969597483;0.67069875;0.342914743034196
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V1";FALSE;2.73756648698994;2.16328;1.30140838565504;0.670691;0.342572330936598
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V2";FALSE;2.73612215788545;2.16123;1.30059928107692;0.670855;0.343157930683296
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V3";FALSE;2.73701011196298;2.15737;1.30059568706811;0.67025;0.342552396182882
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V4";FALSE;2.73639881644738;2.15933;1.30054639014468;0.670414705882353;0.343053969048358
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V5";FALSE;2.73760731818271;2.16345;1.30114842639979;0.67062;0.342242131809719
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V6";FALSE;2.7385069144493;2.1674;1.30217647275943;0.67125;0.341368033543686
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V7";FALSE;2.73624150591188;2.16228;1.30047758145375;0.67097;0.342180015724286
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V8";FALSE;2.73793059059982;2.16282;1.3018355668022;0.670377777777778;0.341868878478422
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V9";FALSE;2.73851267279751;2.16166;1.30132695794044;0.669635;0.341228178239842
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V10";FALSE;2.73636395537167;2.1611;1.30076189127259;0.66987;0.343748706871101
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V11";FALSE;2.73558001490225;2.15788;1.29963196234885;0.66938875;0.343072228111952
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V12";FALSE;2.73758202807898;2.16003;1.30126747129614;0.669567333333333;0.34146630821972
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V13";FALSE;2.73668544363615;2.15809;1.30034589151198;0.670138571428571;0.342062520133697
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V14";FALSE;2.73726162865939;2.15895;1.3010650293211;0.669969230769231;0.342747462295545
"mcmc";10;400;0;0;0;"indicators clean T1_V11 T2_V15";FALSE;2.73683683307516;2.16115;1.30084923058125;0.670691111111111;0.342843922378745
"mcmc";10;400;0;0;0;"indicators clean";TRUE;4.02018040960784;3.81968;Inf;Inf;NA
"mcmc";10;400;0;0;0;"indicators clean";TRUE;4.01984564901961;3.814985;Inf;Inf;NA
"mcmc";0;400;0;0;0;"indicators";TRUE;4.01819025823529;3.93225;Inf;Inf;NA
"mcmc";0;400;0;0;0;"indicators";FALSE;2.7487021506304;2.25575;1.31751028180351;0.671572727272727;0.328900399395708
"mcmc";10;400;0;0;0;"indicators";FALSE;2.76060540618443;2.12263;1.30265510267837;0.671858888888889;0.318017660503218
"mcmc";10;400;0;0;0;"indicators_all";FALSE;2.76082279476068;2.12504;1.30411768080354;0.67118;0.317660164778831
"mcmc";10;400;0;0;0;"indicators_all";TRUE;4.01955168196078;3.76145;Inf;Inf;NA
"mcmc";10;400;0;0;0;"indicators_all";TRUE;4.0206484827451;3.75795;Inf;Inf;NA
